Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Toyota,RAV4,2.2,,2017.0,28289.0,51706
VW,Passat,,,1997.0,,2704
BMW,Z4,2.2,Petrol,1993.0,256939.0,1302
Toyota,Yaris,,Petrol,2012.0,,10990
Toyota,RAV4,1.8,Hybrid,2021.0,16511.0,65194
,Golf,1.2,,2004.0,44631.0,8362
Ford,Focus,,Petrol,2007.0,103054.0,8850
Ford,Focus,1.6,Diesel,1988.0,,542
Toyota,RAV4,,Hybrid,1992.0,174752.0,3521
BMW,X3,,Petrol,,5500.0,31634
VW,Golf,1.4,,2018.0,27554.0,26670
VW,Polo,1.2,Petrol,1988.0,259868.0,430
VW,Passat,2.0,Diesel,1987.0,120862.0,2680
Toyota,RAV4,2.2,Hybrid,1995.0,183691.0,3814
BMW,Z4,2.0,Petrol,2001.0,156401.0,5150
Ford,Fiesta,1.4,Petrol,1998.0,170450.0,1960
Porsche,Cayenne,4.0,Petrol,,63618.0,43424
Toyota,Yaris,1.2,Hybrid,2010.0,85960.0,10846
Ford,Mondeo,1.8,Hybrid,1997.0,29639.0,9934
Toyota,Prius,1.0,Hybrid,1997.0,87988.0,5334
Toyota,Yaris,1.0,Petrol,2017.0,26375.0,19220
Toyota,Yaris,1.2,Hybrid,1988.0,189953.0,1095
Toyota,Prius,1.4,Hybrid,1999.0,,5897
VW,Golf,,Diesel,1996.0,140891.0,2592
Ford,Mondeo,2.0,Diesel,2013.0,66634.0,21185
Toyota,Prius,1.0,Hybrid,1998.0,99453.0,5250
Ford,Fiesta,1.2,Petrol,2002.0,,2310
Ford,Fiesta,1.4,Petrol,2006.0,93528.0,6120
Toyota,RAV4,2.0,Hybrid,2005.0,140605.0,10147
Toyota,Yaris,1.2,,,41461.0,18035
,Polo,1.0,Diesel,2012.0,103394.0,7739
Toyota,RAV4,2.2,,1987.0,113700.0,3954
,RAV4,2.2,Hybrid,2009.0,41345.0,28098
VW,Golf,,Petrol,2008.0,121974.0,6889
Toyota,Yaris,,Hybrid,1997.0,35241.0,6835
VW,Passat,1.4,,1985.0,423053.0,122
BMW,X3,3.0,Petrol,2017.0,,43843
Ford,Mondeo,,Hybrid,1989.0,172259.0,1826
VW,Passat,1.8,Diesel,2008.0,,9586
Toyota,Prius,1.8,Hybrid,2002.0,80187.0,10547
Toyota,Yaris,1.4,Hybrid,2018.0,16618.0,30790
BMW,M5,4.0,Petrol,2006.0,88042.0,31040
VW,Polo,1.4,Petrol,1987.0,,479
Porsche,Cayenne,3.5,Petrol,2003.0,126845.0,14139
Ford,Mondeo,1.6,Diesel,2004.0,123874.0,6885
VW,Passat,1.6,Diesel,2004.0,166261.0,5161
VW,Golf,1.2,Diesel,1992.0,191767.0,1295
BMW,M5,4.4,Petrol,2009.0,69573.0,45145
VW,Golf,1.8,Diesel,,194521.0,1186
BMW,X3,2.4,Petrol,2019.0,35718.0,46781
BMW,X3,2.4,Diesel,,55165.0,19596
VW,Passat,1.4,Diesel,2007.0,124112.0,8295
Ford,Fiesta,1.2,Petrol,1992.0,171548.0,1205
Ford,Mondeo,,Diesel,2010.0,78434.0,16019
Ford,Fiesta,1.2,Petrol,2005.0,94740.0,5254
VW,Golf,1.2,Petrol,2018.0,34301.0,22618
Ford,Focus,,Petrol,,19987.0,38235
VW,Golf,1.4,Petrol,2018.0,,25685
VW,Golf,1.4,Petrol,2014.0,45574.0,17491
BMW,Z4,2.0,Petrol,2000.0,122842.0,6304
Ford,Mondeo,,Diesel,2004.0,89815.0,9408
VW,Polo,1.4,Petrol,1994.0,245195.0,794
Ford,Mondeo,1.6,Diesel,1992.0,191764.0,1764
Porsche,911,3.0,Petrol,1989.0,105661.0,9011
Porsche,911,2.6,Petrol,1996.0,150283.0,9438
BMW,M5,4.0,Petrol,2011.0,75729.0,47185
Toyota,Prius,1.8,,2017.0,53799.0,34135
Ford,Fiesta,,Petrol,2017.0,48514.0,15948
VW,Passat,1.8,,1986.0,134874.0,2131
VW,Polo,1.0,,2003.0,50121.0,5817
Ford,Fiesta,1.0,Petrol,,59279.0,7464
Toyota,Yaris,1.0,Petrol,2009.0,84697.0,7787
VW,Polo,1.2,Petrol,2007.0,97223.0,6052
VW,Golf,1.4,Diesel,2004.0,177824.0,3512
Ford,Fiesta,1.2,Petrol,1997.0,142666.0,2136
Toyota,Prius,1.4,Hybrid,2012.0,54690.0,21449
VW,Polo,1.4,Petrol,2016.0,40177.0,17400
BMW,X3,3.0,Diesel,2003.0,,8691
VW,Passat,2.0,Diesel,1990.0,268969.0,905
Ford,Fiesta,1.0,Petrol,2004.0,113503.0,3906
VW,Passat,1.6,Diesel,2020.0,14542.0,43628
Ford,Mondeo,1.4,Hybrid,2000.0,119006.0,5853
Ford,Fiesta,1.4,Petrol,1994.0,160284.0,1635
VW,Polo,1.4,Diesel,2002.0,99018.0,4854
BMW,Z4,3.0,Petrol,1988.0,155563.0,2670
BMW,X3,3.0,Petrol,2008.0,130817.0,12986
Toyota,RAV4,1.8,Petrol,2005.0,119606.0,9461
Toyota,Yaris,1.2,Hybrid,2012.0,94897.0,11630
VW,Passat,1.4,Diesel,1993.0,128239.0,3158
Ford,Fiesta,1.0,Petrol,1988.0,,890
VW,Passat,,Diesel,1994.0,253326.0,1367
Porsche,911,3.0,Petrol,2020.0,16978.0,126277
BMW,Z4,2.2,Petrol,1987.0,293097.0,621
VW,Polo,1.0,Petrol,1990.0,,542
VW,Golf,1.4,Petrol,2003.0,,4461
VW,Passat,1.4,Diesel,1993.0,262682.0,980
Ford,Mondeo,1.8,Hybrid,1985.0,121328.0,2398
Ford,Focus,,Diesel,2002.0,150308.0,5224
VW,Passat,1.4,Diesel,2016.0,31952.0,28364
Ford,Mondeo,2.0,Diesel,,71279.0,25088
Ford,Fiesta,,Petrol,2006.0,170283.0,3346
Toyota,RAV4,1.8,Petrol,,36827.0,32460
Toyota,Prius,1.0,Hybrid,2002.0,161836.0,4200
Ford,Mondeo,2.0,Diesel,2008.0,116579.0,10630
Ford,Mondeo,1.4,Diesel,1989.0,254066.0,770
Ford,Mondeo,1.6,Diesel,2016.0,48162.0,26046
Ford,Mondeo,1.8,Diesel,2002.0,138486.0,5696
Toyota,Prius,1.0,Hybrid,1992.0,,3082
VW,Polo,2.0,Petrol,2017.0,28811.0,23761
VW,Passat,2.0,Diesel,1999.0,60427.0,9166
,Mondeo,1.8,Petrol,1987.0,207346.0,1113
Ford,Focus,1.8,Petrol,2000.0,178421.0,3440
VW,Polo,,Petrol,1990.0,294649.0,354
VW,Golf,1.4,Hybrid,2020.0,16325.0,37065
Ford,Mondeo,1.6,Hybrid,1990.0,,5289
VW,Passat,1.8,Diesel,1985.0,197736.0,1176
VW,Passat,1.4,Diesel,2005.0,79076.0,10101
Ford,Focus,1.4,Diesel,1990.0,179150.0,1625
BMW,M5,4.0,Petrol,2012.0,49085.0,59990
Ford,Mondeo,1.8,Diesel,2008.0,75131.0,13604
,Fiesta,1.4,Petrol,2007.0,130216.0,4962
Porsche,718 Cayman,2.0,Petrol,2003.0,176829.0,5993
VW,Polo,1.6,Petrol,2008.0,90191.0,7857
Toyota,Prius,1.4,Hybrid,2000.0,156418.0,4549
Ford,Mondeo,2.0,Diesel,1990.0,145844.0,2542
VW,Passat,1.4,Diesel,1999.0,194937.0,2704
Toyota,Prius,1.8,Hybrid,,89927.0,10530
Ford,Focus,1.4,,1995.0,142558.0,2930
Porsche,718 Cayman,2.0,Petrol,1998.0,151952.0,5289
VW,Golf,1.2,Diesel,2015.0,28580.0,20098
Ford,Fiesta,1.0,Petrol,2004.0,112675.0,3931
VW,Polo,1.0,Petrol,1997.0,149132.0,1899
VW,Passat,1.6,Petrol,2011.0,58407.0,17604
Ford,Focus,1.8,Petrol,2006.0,,9430
VW,Golf,1.6,Hybrid,2016.0,28156.0,28419
Toyota,Yaris,1.0,Petrol,1989.0,227451.0,637
VW,Golf,1.8,Petrol,2011.0,97011.0,11503
Toyota,RAV4,2.0,Hybrid,2012.0,83273.0,24912
Toyota,RAV4,1.8,Hybrid,2012.0,,30124
VW,Golf,1.2,Diesel,2003.0,143253.0,4056
VW,Golf,1.4,Petrol,1999.0,47768.0,6348
VW,Golf,1.2,Petrol,2020.0,19429.0,28117
Ford,Fiesta,1.4,,1994.0,184921.0,1326
BMW,M5,4.4,Petrol,2011.0,,65039
VW,Passat,1.4,Diesel,2015.0,63000.0,21914
Ford,Fiesta,1.0,Hybrid,,126797.0,5169
Ford,Mondeo,1.8,Diesel,2018.0,,35577
Ford,Focus,,,1985.0,198900.0,999
Porsche,718 Cayman,2.0,Petrol,1997.0,180889.0,3880
VW,Polo,1.2,Petrol,1987.0,241371.0,477
VW,Passat,2.0,Diesel,,202853.0,2468
Toyota,Yaris,1.0,Hybrid,2006.0,182921.0,3527
Toyota,RAV4,2.0,Hybrid,2017.0,35612.0,47253
Toyota,Yaris,1.2,Hybrid,2019.0,14462.0,30827
VW,Polo,,Diesel,2003.0,160818.0,2701
Ford,Focus,1.0,Diesel,2018.0,20390.0,27932
Ford,Fiesta,,Petrol,2019.0,37297.0,21066
Porsche,911,3.5,Petrol,,22807.0,123576
VW,Golf,1.2,Diesel,2013.0,78208.0,12868
Ford,Focus,1.4,Diesel,1991.0,185402.0,1646
VW,Polo,1.6,Petrol,2007.0,87854.0,7473
Toyota,Prius,1.4,Hybrid,2011.0,98554.0,14877
Toyota,Yaris,1.2,Petrol,1996.0,156669.0,2063
Toyota,RAV4,2.4,Hybrid,2020.0,,72460
Toyota,Yaris,1.4,Hybrid,1998.0,118295.0,4150
,911,3.5,Petrol,2016.0,66901.0,77319
Ford,Fiesta,1.2,Petrol,1991.0,261133.0,505
BMW,Z4,2.0,Petrol,2014.0,29791.0,30164
Ford,Focus,1.0,Diesel,2009.0,13474.0,15915
Toyota,Prius,1.0,Hybrid,1985.0,288203.0,433
VW,Polo,1.6,Petrol,,170414.0,2299
Ford,Focus,2.0,Petrol,2002.0,,5454
VW,Golf,1.4,Diesel,1998.0,115114.0,3914
Ford,Focus,1.8,Petrol,1993.0,201978.0,1757
,RAV4,2.0,Hybrid,1998.0,133299.0,6745
,Passat,2.0,Diesel,,10000.0,16087
Ford,Mondeo,1.6,Diesel,2021.0,14407.0,44173
VW,Polo,1.2,Petrol,2016.0,26585.0,17437
Ford,Focus,1.4,Diesel,1994.0,171222.0,2270
Ford,Focus,1.0,Petrol,1999.0,199815.0,1992
Porsche,Cayenne,,,2017.0,48175.0,66859
BMW,M5,4.4,Petrol,2020.0,18062.0,128513
Ford,Fiesta,1.4,Petrol,1989.0,204700.0,799
,Fiesta,1.0,Petrol,2010.0,84141.0,7217
Toyota,Prius,1.8,Hybrid,2013.0,64659.0,24379
Ford,Fiesta,1.0,Petrol,2006.0,154869.0,3216
Toyota,Yaris,1.0,Hybrid,2004.0,77481.0,7039
VW,Passat,2.0,Diesel,2004.0,105257.0,9366
VW,Golf,1.2,Petrol,2013.0,40028.0,15666
Ford,Focus,1.4,Petrol,2000.0,206911.0,2366
Ford,Mondeo,2.0,Petrol,1998.0,47557.0,8384
BMW,M5,5.0,Petrol,,20479.0,126473
Ford,Focus,1.8,Hybrid,,,3495
VW,Polo,2.0,Petrol,1996.0,,2133
,Prius,1.0,Hybrid,2018.0,15352.0,34061
Toyota,Yaris,1.2,Hybrid,2020.0,21672.0,31682
Ford,Mondeo,,Diesel,2020.0,22850.0,39461
Toyota,Yaris,1.4,Hybrid,2011.0,,10710
Ford,Focus,1.8,Petrol,2019.0,,37172
Ford,Mondeo,1.4,Diesel,2013.0,69677.0,17370
VW,Polo,,Petrol,2012.0,94763.0,7849
Toyota,Prius,1.8,Hybrid,2000.0,,8476
Porsche,911,3.5,Petrol,2005.0,108651.0,27659
Ford,Focus,1.4,Petrol,1997.0,183655.0,2375
VW,Passat,1.6,Petrol,2018.0,33391.0,32723
VW,Passat,2.0,,1999.0,165574.0,3960
BMW,M5,4.0,Petrol,2012.0,80121.0,48942
BMW,X3,,Diesel,2019.0,36845.0,48795
Ford,Focus,1.4,,1999.0,168750.0,3082
VW,Passat,2.0,Diesel,2004.0,93414.0,10211
VW,Passat,2.0,Diesel,2006.0,37214.0,16877
Toyota,Prius,1.4,Hybrid,2016.0,52753.0,28349
VW,Golf,1.4,Petrol,2003.0,107495.0,5509
VW,Golf,1.2,Diesel,2020.0,17330.0,29863
Toyota,RAV4,1.8,Petrol,2019.0,22289.0,46064
Porsche,911,2.2,Petrol,2011.0,88894.0,37778
Toyota,Yaris,1.4,Petrol,,38230.0,6835
Ford,Focus,1.6,Petrol,1998.0,212848.0,2100
Toyota,RAV4,2.0,Hybrid,1992.0,199982.0,2583
,Mondeo,1.6,Diesel,2007.0,65415.0,12804
Ford,Focus,2.0,Diesel,,102671.0,9748
Ford,Fiesta,1.2,Diesel,2006.0,50995.0,7919
Ford,Fiesta,1.2,Petrol,,98865.0,3654
Toyota,Yaris,,Petrol,2006.0,71894.0,6961
Ford,Focus,2.0,Petrol,2003.0,147761.0,5724
Toyota,Prius,1.4,Hybrid,1991.0,156293.0,2499
Toyota,RAV4,1.8,Hybrid,2000.0,95354.0,9747
BMW,Z4,2.2,Petrol,2007.0,112400.0,11420
Toyota,RAV4,2.4,Hybrid,2019.0,13690.0,66890
Toyota,Prius,1.8,Hybrid,2018.0,29520.0,42237
Toyota,Prius,1.4,Hybrid,1998.0,153735.0,4070
Ford,Fiesta,1.2,Petrol,2012.0,83076.0,9101
Ford,Fiesta,,Petrol,2015.0,74898.0,10735
Toyota,Prius,1.8,Hybrid,2004.0,115913.0,9295
Ford,Fiesta,1.0,Petrol,2001.0,100647.0,3519
Ford,Fiesta,1.4,Petrol,2006.0,86466.0,6435
VW,Polo,,Petrol,2019.0,15650.0,20653
VW,Passat,1.8,Diesel,2005.0,132169.0,7729
VW,Golf,1.4,Diesel,1995.0,,1275
Toyota,Prius,1.8,Hybrid,2001.0,,6033
Toyota,Yaris,1.2,Petrol,2000.0,,3009
VW,Passat,1.4,Diesel,2011.0,69056.0,16127
BMW,Z4,2.2,Petrol,2006.0,25214.0,19048
VW,Passat,1.4,Diesel,1993.0,216930.0,1491
Ford,Fiesta,1.0,Petrol,2004.0,66138.0,5467
Ford,Fiesta,1.4,Petrol,1995.0,90977.0,2993
Toyota,Yaris,1.2,Hybrid,1992.0,238572.0,925
VW,Polo,1.6,Petrol,2002.0,33309.0,7618
VW,Passat,1.4,Diesel,1999.0,,6049
VW,Passat,,Diesel,2003.0,102228.0,8014
Ford,Mondeo,1.4,Diesel,2009.0,77574.0,12612
VW,Polo,2.0,Petrol,2004.0,114189.0,5640
Porsche,718 Cayman,2.4,Petrol,1992.0,201682.0,2541
Porsche,911,3.0,Petrol,2004.0,77779.0,29892
Ford,Fiesta,1.0,Petrol,1997.0,232794.0,894
Toyota,RAV4,2.4,Hybrid,2016.0,51055.0,44094
VW,Golf,1.6,Diesel,2021.0,10956.0,38139
VW,Polo,1.2,,1990.0,120208.0,1641
VW,Passat,1.8,Diesel,1990.0,285977.0,731
Toyota,Prius,1.4,Hybrid,2011.0,58554.0,19577
Toyota,Yaris,1.2,Hybrid,,98462.0,3900
Porsche,718 Cayman,2.0,Petrol,,137806.0,6777
VW,Golf,2.0,Diesel,1996.0,100903.0,4552
Toyota,Prius,1.8,Hybrid,2015.0,39042.0,32707
Ford,Mondeo,2.0,Diesel,2015.0,36672.0,29202
BMW,M5,5.0,Petrol,2003.0,15278.0,44776
Toyota,Yaris,1.4,Hybrid,,190372.0,2147
Toyota,RAV4,2.4,,1995.0,258744.0,2027
Ford,Fiesta,1.4,Petrol,2016.0,47348.0,16231
Toyota,Yaris,1.2,Hybrid,2008.0,65756.0,10892
Ford,Fiesta,1.0,Petrol,2015.0,42311.0,13234
Toyota,RAV4,1.8,Hybrid,2013.0,,25238
Ford,Mondeo,2.0,Petrol,2013.0,,17100
Ford,Focus,2.0,Hybrid,1991.0,223543.0,1605
VW,Golf,2.0,Petrol,1999.0,182086.0,2761
VW,Passat,1.8,Diesel,2001.0,88278.0,8227
Toyota,Prius,1.8,Hybrid,2003.0,178545.0,5229
VW,Passat,1.4,Diesel,,135322.0,3413
Ford,Mondeo,1.8,Diesel,2013.0,63312.0,20541
VW,Polo,1.0,Petrol,1993.0,272112.0,488
VW,Polo,1.4,Petrol,1998.0,185642.0,1766
Ford,Focus,,Petrol,2016.0,41925.0,27584
Toyota,Prius,1.0,Hybrid,2013.0,38511.0,21403
Toyota,RAV4,,Hybrid,,18687.0,62336
VW,Passat,2.0,Diesel,2010.0,76324.0,17170
BMW,X3,3.0,Diesel,2009.0,71078.0,22564
Ford,Focus,1.8,Petrol,2017.0,34735.0,30774
Ford,Focus,1.4,Diesel,2003.0,149070.0,4975
BMW,Z4,2.2,Petrol,2008.0,108860.0,12536
VW,Passat,2.0,Diesel,2002.0,119051.0,7387
Toyota,RAV4,2.0,Hybrid,2018.0,20139.0,55161
,Golf,1.2,Diesel,2008.0,7500.0,14137
BMW,Z4,,Petrol,2000.0,96166.0,9429
VW,Passat,2.0,Diesel,2009.0,96065.0,13982
Porsche,Cayenne,,Petrol,2010.0,40210.0,44009
VW,Golf,1.8,Diesel,2002.0,108601.0,6086
Toyota,RAV4,2.0,Hybrid,1996.0,195311.0,3513
Ford,Focus,,Petrol,2019.0,17614.0,40830
Ford,Mondeo,1.6,Diesel,1996.0,193095.0,2277
VW,Polo,1.4,Petrol,1995.0,130279.0,2287
,Passat,2.0,Diesel,2005.0,65773.0,13205
Ford,Mondeo,1.6,Hybrid,2010.0,102758.0,13771
Ford,Mondeo,1.8,Diesel,2008.0,100109.0,11405
Toyota,Yaris,1.2,Hybrid,1989.0,384099.0,189
VW,Golf,1.6,Petrol,2002.0,120731.0,4984
Toyota,RAV4,1.8,Hybrid,2015.0,70833.0,31428
Ford,Mondeo,1.6,Hybrid,2017.0,40924.0,33255
Toyota,Yaris,1.2,Petrol,,70129.0,10075
Ford,Focus,1.8,Petrol,2012.0,90341.0,15357
VW,Polo,1.2,Petrol,1998.0,205268.0,1377
VW,Polo,1.2,Petrol,2004.0,92540.0,5125
BMW,X3,2.0,Diesel,2017.0,26959.0,41280
VW,Passat,1.6,Diesel,1994.0,196744.0,2039
Toyota,RAV4,1.8,Hybrid,1996.0,119656.0,6228
VW,Polo,1.6,Petrol,,201145.0,1181
VW,Golf,2.0,Hybrid,2004.0,60586.0,11718
Ford,Fiesta,,Petrol,2017.0,34697.0,17332
BMW,Z4,,Petrol,2000.0,135521.0,6990
Ford,Fiesta,1.4,Petrol,,75506.0,4353
BMW,Z4,2.4,Petrol,2012.0,42491.0,26833
Ford,Mondeo,1.8,Diesel,2000.0,,4098
Toyota,Prius,1.4,Hybrid,1985.0,306583.0,430
Ford,Fiesta,1.2,Petrol,2016.0,72130.0,12808
,Fiesta,,Petrol,2017.0,29521.0,17860
VW,Polo,1.0,Petrol,2020.0,22060.0,21317
Ford,Mondeo,2.0,Diesel,2017.0,32249.0,34242
Toyota,Prius,1.4,Hybrid,2009.0,118105.0,11251
VW,Golf,1.2,Hybrid,2013.0,,17304
Toyota,Prius,1.4,Hybrid,2014.0,57559.0,24065
VW,Golf,1.2,Petrol,2013.0,37533.0,15901
VW,Golf,1.2,Petrol,2008.0,55030.0,10233
BMW,M5,4.4,Petrol,,27614.0,99767
Ford,Fiesta,1.2,Petrol,2005.0,95677.0,5219
Ford,Fiesta,1.4,Diesel,2018.0,10401.0,24052
VW,Passat,1.4,Diesel,,19813.0,34708
Toyota,RAV4,1.8,Hybrid,2002.0,126240.0,8830
VW,Polo,1.2,Petrol,2013.0,50245.0,12402
VW,Golf,1.4,Petrol,,213156.0,1260
Ford,Mondeo,1.4,Petrol,2011.0,89747.0,12607
Porsche,911,2.2,Petrol,1991.0,122690.0,7749
,Mondeo,1.6,Diesel,2005.0,67852.0,11027
BMW,M5,,Petrol,2019.0,26574.0,122240
Ford,Focus,1.6,Diesel,1992.0,94971.0,3876
VW,Golf,1.2,Diesel,2019.0,9474.0,29133
,Fiesta,1.4,Petrol,2004.0,138089.0,3817
BMW,M5,5.0,Petrol,2006.0,61347.0,41593
Toyota,Yaris,1.4,Hybrid,1996.0,163480.0,2527
Porsche,Cayenne,3.5,Petrol,2009.0,58098.0,34467
Ford,Focus,1.4,Hybrid,1994.0,47522.0,6508
Ford,Fiesta,1.2,Petrol,,201428.0,814
Ford,Fiesta,1.0,Petrol,1997.0,176209.0,1475
Toyota,RAV4,2.2,Hybrid,1995.0,106409.0,7120
VW,Golf,1.4,Diesel,2004.0,142549.0,4709
Toyota,Yaris,1.2,Petrol,,259108.0,779
Toyota,Prius,1.4,Hybrid,2014.0,65965.0,22786
Ford,Mondeo,1.4,Diesel,2015.0,53681.0,22020
Ford,Fiesta,,Petrol,1999.0,204416.0,1445
Toyota,RAV4,1.8,Hybrid,2021.0,15928.0,65400
Ford,Fiesta,1.4,Petrol,2016.0,52773.0,15692
Porsche,718 Cayman,2.4,Petrol,2017.0,47352.0,43962
Toyota,RAV4,2.2,Hybrid,2010.0,66529.0,25619
BMW,M5,4.4,Petrol,2012.0,88672.0,48351
VW,Passat,1.4,Diesel,2008.0,55633.0,14409
Ford,Focus,1.0,Diesel,1993.0,111500.0,2900
VW,Polo,1.4,Petrol,2004.0,96255.0,5390
Porsche,911,,Petrol,2016.0,23482.0,93318
,Fiesta,1.0,Petrol,1994.0,154146.0,1453
BMW,M5,4.0,Petrol,1993.0,156536.0,7696
VW,Polo,1.6,Petrol,1993.0,174567.0,1488
Ford,Mondeo,1.8,Diesel,,72471.0,18084
BMW,M5,5.0,Petrol,2016.0,62556.0,80378
Ford,Fiesta,1.0,Petrol,2001.0,75821.0,4195
Ford,Focus,1.6,Petrol,,22464.0,38010
VW,Polo,1.6,Petrol,,42224.0,8825
VW,Passat,1.8,Diesel,,,3371
VW,Passat,1.4,Diesel,2001.0,139467.0,4926
Ford,Fiesta,1.2,Petrol,2002.0,132161.0,3241
Ford,Fiesta,1.0,Petrol,2016.0,43587.0,14037
BMW,M5,5.0,Petrol,2010.0,87929.0,45346
,Golf,1.6,Petrol,2004.0,150053.0,4511
BMW,X3,,Diesel,1994.0,203428.0,2379
Toyota,Prius,1.4,Hybrid,2012.0,82140.0,17873
Ford,Fiesta,1.0,Petrol,2003.0,74643.0,4832
Ford,Focus,1.6,Diesel,1989.0,,1813
Toyota,Yaris,1.2,Hybrid,2007.0,125770.0,6609
Ford,Focus,2.0,Diesel,2017.0,29860.0,35037
Ford,Fiesta,1.2,Petrol,1991.0,222473.0,721
Ford,Mondeo,2.0,Petrol,,171082.0,3348
Toyota,Prius,1.8,Hybrid,1993.0,237670.0,1588
Toyota,RAV4,2.4,Hybrid,2013.0,38560.0,38961
Toyota,RAV4,1.8,Hybrid,2017.0,25961.0,47392
Ford,Focus,1.8,Diesel,1997.0,144189.0,3934
VW,Golf,1.4,Petrol,1988.0,,359
Ford,Fiesta,1.0,Petrol,2003.0,87863.0,4409
Toyota,RAV4,1.8,Hybrid,2014.0,45294.0,34631
Ford,Fiesta,1.2,Petrol,1997.0,229968.0,1005
Ford,Focus,1.0,Petrol,2002.0,130973.0,4331
Ford,Focus,1.0,Petrol,1986.0,159459.0,1183
Toyota,Yaris,1.4,Petrol,1999.0,91525.0,4508
Toyota,Yaris,1.0,Petrol,2013.0,71279.0,11147
Ford,Fiesta,,Petrol,2014.0,46976.0,12033
VW,Golf,1.6,Diesel,2017.0,39847.0,24826
VW,Polo,1.4,Petrol,2021.0,6317.0,29332
Ford,Mondeo,1.4,Diesel,1987.0,57576.0,3321
VW,Passat,1.4,Diesel,1995.0,146369.0,3123
VW,Passat,2.0,Petrol,2018.0,,35246
Toyota,RAV4,2.2,Hybrid,2009.0,74343.0,22746
Ford,Focus,1.8,Petrol,1996.0,,1475
Toyota,RAV4,2.0,Petrol,2017.0,,39102
BMW,Z4,2.2,Petrol,2006.0,137940.0,8760
VW,Golf,1.8,Petrol,,111660.0,2720
Ford,Focus,,Petrol,1998.0,148812.0,4066
VW,Polo,1.0,Petrol,1996.0,111721.0,2383
Ford,Mondeo,1.4,Diesel,,88707.0,8363
VW,Polo,1.2,Petrol,1993.0,181315.0,1216
Ford,Mondeo,,Diesel,2006.0,92229.0,9319
BMW,Z4,2.2,Petrol,,96546.0,16765
VW,Polo,1.2,Diesel,2006.0,106131.0,5568
Porsche,718 Cayman,4.0,Petrol,1992.0,175209.0,4127
Toyota,Prius,1.4,Hybrid,1994.0,210303.0,1917
Ford,Focus,1.8,Diesel,2018.0,22396.0,37061
Ford,Mondeo,2.0,Diesel,2008.0,86798.0,13227
Ford,Focus,2.0,Petrol,2014.0,12907.0,30006
Toyota,Prius,1.4,,1997.0,,2883
VW,Passat,2.0,Petrol,,128048.0,4701
Ford,Focus,,Diesel,1993.0,201976.0,1845
BMW,Z4,2.0,Petrol,2018.0,27393.0,39925
VW,Passat,2.0,Diesel,1991.0,233301.0,1345
VW,Polo,1.4,Petrol,2014.0,,11947
,Polo,1.2,Petrol,2004.0,203024.0,2095
Toyota,RAV4,1.8,Hybrid,2019.0,30285.0,52834
Porsche,911,2.6,Petrol,1992.0,25456.0,17346
VW,Polo,1.0,Petrol,2002.0,157634.0,2471
VW,Golf,1.6,Diesel,2006.0,128165.0,6449
Toyota,Prius,1.0,Hybrid,1996.0,106114.0,4375
Ford,Fiesta,,Petrol,2006.0,100819.0,5374
Toyota,Prius,1.4,Hybrid,2019.0,32704.0,39092
Ford,Focus,1.8,Diesel,1991.0,173750.0,2063
Toyota,Yaris,1.0,Petrol,2010.0,61883.0,9711
Ford,Mondeo,1.4,Diesel,2005.0,,5587
VW,Golf,1.2,Diesel,1997.0,164883.0,2275
Toyota,Yaris,1.2,Petrol,2003.0,102099.0,5047
VW,Golf,2.0,Diesel,2016.0,23891.0,28480
BMW,X3,,Diesel,,164872.0,4631
Ford,Fiesta,1.2,Petrol,2005.0,93758.0,5292
VW,Golf,1.4,Petrol,2014.0,39482.0,18147
Toyota,Prius,1.0,Hybrid,1995.0,168741.0,2485
Ford,Fiesta,1.0,Diesel,2007.0,121630.0,4708
Ford,Focus,1.4,Petrol,1989.0,153572.0,1795
VW,Golf,,Petrol,2009.0,133047.0,7658
Ford,Mondeo,1.4,Diesel,1997.0,184637.0,2450
VW,Polo,1.2,Petrol,2004.0,,4785
Ford,Focus,1.8,Petrol,1998.0,140045.0,4141
Toyota,Prius,1.0,Hybrid,1989.0,63599.0,3694
Ford,Mondeo,1.4,Diesel,2006.0,94559.0,9164
Ford,Focus,1.6,Diesel,1997.0,,8031
BMW,X3,2.4,Petrol,2009.0,63302.0,20236
VW,Passat,1.8,Petrol,1999.0,147520.0,4362
Porsche,Cayenne,3.5,Petrol,2005.0,134998.0,15151
Ford,Focus,1.8,Petrol,1990.0,161770.0,2033
Porsche,718 Cayman,4.0,Petrol,2019.0,23081.0,74781
VW,Golf,1.2,Petrol,,40139.0,15656
Porsche,911,,,1998.0,102722.0,15621
VW,Golf,1.2,Petrol,1996.0,139141.0,2503
VW,Polo,1.0,Petrol,2001.0,145251.0,2558
VW,Golf,1.6,Diesel,2015.0,18491.0,24552
VW,Golf,,Petrol,2007.0,47616.0,12946
Ford,Focus,1.6,Petrol,1997.0,86278.0,5481
,911,3.0,Petrol,1991.0,294135.0,2001
VW,Polo,,Petrol,2005.0,184087.0,2855
,Golf,1.8,Petrol,1989.0,212549.0,1029
VW,Passat,2.0,Diesel,1997.0,173768.0,3396
VW,Golf,1.8,Diesel,1995.0,246368.0,1186
VW,Polo,1.6,,2003.0,174367.0,2903
Toyota,Prius,1.4,,1990.0,174135.0,2013
Toyota,Yaris,1.4,Petrol,,92561.0,3206
